729,2526.5712,7534.0638,46.6213
43,2525.6484,7535.0009,47.0322
43,2525.8911,7538.2036,46.5666
43,2525.8641,7541.5722,46.7089
729,2526.1789,7541.1777,46.6619
43,2525.5713,7543.8955,46.4334
43,2524.0038,7546.9925,46.4383
34,2510.8897,7541.6422,47.3782
34,2516.4092,7538.2814,47.4462
34,2520.5977,7533.4579,47.6666
34,2521.5130,7529.3315,47.7865
34,2520.7197,7526.5823,47.8076
33,2520.7171,7526.5836,47.8037
33,2523.5035,7529.2529,47.5451
33,2527.0695,7533.6997,46.7830
33,2527.6323,7533.4334,46.8077
33,2522.5256,7526.7939,47.7146
33,2516.4322,7520.6189,48.6200
33,2513.5640,7517.4226,48.8947
16,2512.6751,7516.7478,49.0114
16,2511.1637,7515.0297,49.0200
16,2511.7888,7514.5319,49.0236
16,2513.3037,7516.1915,48.9924
24,2511.8490,7514.7729,49.0275
24,2511.3833,7515.1809,49.0179
24.N,2512.0350,7515.9262,49.0113
24,2512.5038,7515.4899,49.0230
601,2509.6088,7513.8818,49.3336
601,2510.0478,7513.5303,49.3375
31,2510.4814,7514.5025,48.8961
31,2514.6660,7519.3684,48.6135
31,2520.7204,7525.7524,47.7462
31,2525.2252,7530.6986,47.2987
31,2527.3824,7533.5105,46.7523
204,2529.0544,7525.9009,47.0862
204,2523.3167,7519.8718,47.9062
204,2517.3753,7513.7397,48.6670
204,2513.3558,7517.6143,48.8536
204.N,2514.2386,7516.3578,48.8030
204,2509.7198,7511.4276,49.2075
43,2507.3620,7510.6449,49.9802
33,2505.5192,7508.3352,49.8561
33,2508.2831,7512.6666,49.9262
33,2508.2650,7516.1932,49.9846
33,2512.3407,7521.3158,49.8349
33,2512.1664,7526.1586,49.7794
33,2509.6340,7531.7518,49.8106
33,2506.7959,7535.1233,49.7506
43,2499.2384,7528.2415,49.8678
43,2498.4653,7528.0676,49.9448
43,2497.7197,7528.0697,49.7227
43,2495.8275,7526.4722,49.9292
18,2492.2253,7518.4332,49.9884
18,2498.6971,7514.8249,50.0392
18,2504.4998,7509.7883,49.9759
18,2508.0470,7516.9601,50.0210
18,2503.6381,7521.2999,49.9497
18,2498.5121,7525.5450,49.9406
18,2505.2824,7530.8245,50.0036
18,2508.6575,7526.5541,49.9555
18,2512.2038,7523.0222,49.8114
18,2518.0421,7527.7752,48.4288
18,2514.8686,7533.3723,48.5745
18,2510.3129,7538.3087,48.2863
18,2517.9916,7545.4512,46.8346
18,2521.2515,7537.5339,47.2112
18,2523.7892,7531.5132,47.5221
18,2526.3481,7527.2707,47.4455
18,2521.1234,7521.8057,47.9939
18,2516.6411,7516.8251,48.5635
34,2480.5610,7527.3043,49.3140
34,2486.3475,7524.4629,49.2400
34,2491.5386,7525.3613,49.2189
34,2497.9063,7530.2296,48.8056
17.Y,2518.6563,7511.0524,51.2948
17.Y,2514.6564,7514.8451,51.1462
900,2514.6421,7514.8756,51.5199
900,2513.2288,7513.4141,51.8242
901,2511.3821,7511.4097,54.1577
